Module ID,URL Link,LMS Location,Risk Score,Risk Category,Local URL,Scraped ID,Scraped At
1,https://docs.python.org/3/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=a6Tjftyfyy&d=1&pin=0,0.0,"business, information technology, information technology",localrepo/module_1/20250802_0010/867,869,2025-08-02T00:07:07.166275
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=a6Tjftyfyy&d=1&pin=1,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250802_0010/868,866,2025-08-02T00:06:56.400712
1,https://lingojam.com/FancyTextGenerator/,Document Scan,0.0,"misc, translators, mobile communications, reference materials",,884,2025-08-02T00:07:52.672360
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,http://10.51.33.25/moodle/mod/forum/discuss.php?d=1,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250802_0010/868,863,2025-08-02T00:06:54.309626
1,https://www.gnu.org/software/pspp/,Document Scan,0.0,"computersandsoftware, software-hardware, information technology, information technology",localrepo/module_1/20250802_0011/873,873,2025-08-02T00:07:43.009690
1,https://www.youtube.com/,Document Scan,0.0,"Mixed Content/Potentially Adult, Video/Multimedia (alphaMountain.ai), videos, violence/adult content, video hosting, social web - youtube, media sharing",localrepo/module_1/20250802_0011/876,876,2025-08-02T00:07:44.521221
1,https://www.nea.gov.sg/docs/default-source/dpc/floatsam-2024.pdf,http://10.51.33.25/moodle/mod/url/view.php?id=20,0.0,"government, government, government",localrepo/module_1/20250802_0011/860,860,2025-08-02T00:06:29.419852
1,https://best-putlocker.pw/free-tv-show/the-big-bang-theory-season-12/8wjS20So/6bae2vl2/,Document Scan,0.0,CLEAN,localrepo/module_1/20250802_0011/878,878,2025-08-02T00:07:48.286839
1,https://fastapi.tiangolo.com/,Document Scan,0.0,"Information Technology (alphaMountain.ai), computersandsoftware, software-hardware, information technology, information technology",localrepo/module_1/20250802_0011/879,879,2025-08-02T00:07:48.606357
1,https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf,Document Scan,0.0,"hosting, blogs and forums, blogs & wikis, blogs and personal sites",localrepo/module_1/20250802_0011/880,880,2025-08-02T00:07:48.932844
1,http://www.gantt.com/index.htm,Document Scan,0.0,"education, business and economy",localrepo/module_1/20250802_0011/881,881,2025-08-02T00:07:49.147513
1,http://www.mindtools.com/pages/article/newPPM_07.htm,Document Scan,0.0,"education, computing & technology, reference, educational materials",localrepo/module_1/20250802_0012/882,882,2025-08-02T00:07:49.738958
1,https://docs.python.org/3/,http://10.51.33.25/moodle/mod/forum/discuss.php?d=1,0.0,"business, information technology, information technology",localrepo/module_1/20250802_0010/867,864,2025-08-02T00:06:54.343406
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=a6Tjftyfyy&d=1&pin=0,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250802_0010/868,868,2025-08-02T00:07:07.136252
2,https://www.coinlab.biz,http://10.51.33.25/moodle/mod/url/view.php?id=27,-6.0,"trackers, Phishing and Other Frauds, web applications",,886,2025-08-02T00:08:10.262975
2,https://www.pornhub.com,http://10.51.33.25/moodle/mod/url/view.php?id=17,0.0,"porn, adult content, sexually explicit, sex, pornography",localrepo/module_2/20250802_0012/885,885,2025-08-02T00:08:07.655939
3,https://murdoch.rl.talis.com/items/7CCB9A49-C85D-01F7-8FBA-262DB8F0CB1E.html,Document Scan,0.0,"education, technical information, general business, information technology",localrepo/module_3/20250802_0013/887,887,2025-08-02T00:09:15.886061
