Module ID,URL Link,LMS Location,Risk Score,Risk Category,Local URL,Scraped ID,Scraped At
1,https://www.ft.com/content/2379dfdb-b62b-47de-98d5-dc49be50e661,http://10.51.33.25/moodle/mod/url/view.php?id=25,-1.0,PAYWALL,,198,2025-07-30T03:49:16.068674
1,https://www.wsj.com/finance/banking/goldman-sachs-greece-hotel-sell-34b5353a?mod=real-estate_lead_story,http://10.51.33.25/moodle/mod/url/view.php?id=26,-1.0,PAYWALL,,199,2025-07-30T03:49:16.704052
1,https://www.xvideos.com,http://10.51.33.25/moodle/mod/url/view.php?id=18,-85.0,NSFW_Pornographic domain detected: xvideos.com,,196,2025-07-30T03:49:01.597911
1,https://coinlab.biz/,http://10.51.33.25/moodle/course/section.php?id=5,-10.0,"Malicious (alphaMountain.ai), trackers, spyware and malware, Phishing and Other Frauds",,195,2025-07-30T03:48:59.628842
1,https://coinlab.biz/,http://10.51.33.25/moodle/course/view.php?id=2,-10.0,"Malicious (alphaMountain.ai), trackers, spyware and malware, Phishing and Other Frauds",,193,2025-07-30T03:48:31.821421
1,http://www.sfia-online.org/,Document Scan,-1.0,SITE UNREACHABLE,,207,2025-07-30T03:50:21.741284
1,https://student.unsw.edu.au/groupwork/,Document Scan,-1.0,EDUCATION DOMAIN,,209,2025-07-30T03:50:22.773786
1,https://www.gnu.org/software/pspp/,Document Scan,-1.0,SITE UNREACHABLE,,210,2025-07-30T03:50:23.306950
1,https://www.dlsweb.rmit.edu.au/lsu/content/2_assessmenttasks/assess_pdf/PG%20lit%20review.pdf,Document Scan,-1.0,EDUCATION DOMAIN,,211,2025-07-30T03:50:23.366661
1,https://emedia.rmit.edu.au/learninglab/content/writing-literature-review/,Document Scan,-1.0,EDUCATION DOMAIN,,212,2025-07-30T03:50:23.989241
1,http://en.wikipedia.org/wiki/Stakeholder_management/,Document Scan,-1.0,SITE UNREACHABLE,,220,2025-07-30T03:50:29.495324
1,https://docs.python.org/3/,http://10.51.33.25/moodle/mod/forum/discuss.php?d=1&parent=2,0.0,"business, information technology, information technology",localrepo/module_1/20250730_0353/201,202,2025-07-30T03:49:37.452193
1,https://jsfiddle.net/,Document Scan,0.0,"Information Technology (alphaMountain.ai), computersandsoftware, computing & technology, information technology, information technology",localrepo/module_1/20250730_0353/214,214,2025-07-30T03:50:25.020353
1,https://best-putlocker.pw/free-tv-show/the-big-bang-theory-season-12/8wjS20So/6bae2vl2/,Document Scan,0.0,CLEAN,localrepo/module_1/20250730_0353/215,215,2025-07-30T03:50:27.773656
1,https://fastapi.tiangolo.com/,Document Scan,0.0,"Information Technology (alphaMountain.ai), computersandsoftware, information technology, information technology",localrepo/module_1/20250730_0353/216,216,2025-07-30T03:50:28.037017
1,https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf,Document Scan,0.0,"hosting, blogs and forums, blogs & wikis, blogs and personal sites",localrepo/module_1/20250730_0354/217,217,2025-07-30T03:50:28.356851
1,http://www.mindtools.com/pages/article/newPPM_07.htm,Document Scan,0.0,"education, computing & technology, reference, educational materials",localrepo/module_1/20250730_0354/219,219,2025-07-30T03:50:28.758938
1,https://lingojam.com/FancyTextGenerator/,Document Scan,0.0,"misc, translators, mobile communications, reference materials",localrepo/module_1/20250730_0354/221,221,2025-07-30T03:50:29.590630
1,https://www.youtube.com/,Document Scan,0.0,"Mixed Content/Potentially Adult, Video/Multimedia (alphaMountain.ai), videos, media sharing, violence/adult content, video hosting, social web - youtube",localrepo/module_1/20250730_0353/213,213,2025-07-30T03:50:24.633618
1,https://docs.python.org/3/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=TaqtUCzWzz&d=1&pin=1,0.0,"business, information technology, information technology",localrepo/module_1/20250730_0353/201,204,2025-07-30T03:49:38.691626
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=TaqtUCzWzz&d=1&pin=1,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250730_0352/200,203,2025-07-30T03:49:38.661558
1,https://docs.python.org/3/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=TaqtUCzWzz&d=1&pin=0,0.0,"business, information technology, information technology",localrepo/module_1/20250730_0353/201,206,2025-07-30T03:49:49.297217
1,https://www.nea.gov.sg/docs/default-source/dpc/floatsam-2024.pdf,http://10.51.33.25/moodle/mod/url/view.php?id=20,0.0,"government, government, government",localrepo/module_1/20250730_0352/197,197,2025-07-30T03:49:12.507814
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,http://10.51.33.25/moodle/mod/forum/discuss.php?d=1,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250730_0352/200,200,2025-07-30T03:49:36.619364
1,https://docs.python.org/3/,http://10.51.33.25/moodle/mod/forum/discuss.php?d=1,0.0,"business, information technology, information technology",localrepo/module_1/20250730_0353/201,201,2025-07-30T03:49:36.652010
1,http://www.gantt.com/index.htm,Document Scan,0.0,"education, business and economy",localrepo/module_1/20250730_0354/218,218,2025-07-30T03:50:28.456794
1,https://kathyschwalbe.files.wordpress.com/2021/08/schwalbe-intro-pm-7e-sample-chapter-1.pdf,Document Scan,0.0,"hosting, blogs & wikis, blogs and forums, blogs and personal sites",localrepo/module_1/20250730_0353/208,208,2025-07-30T03:50:22.350169
1,https://rl.talis.com/3/murdoch/lists/62562748-16DF-53E1-D32E-81C662867B97.html?lang=en-GB,http://10.51.33.25/moodle/mod/url/view.php?id=11,0.0,"education, general business, information technology",localrepo/module_1/20250730_0352/194,194,2025-07-30T03:48:53.094782
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,http://10.51.33.25/moodle/mod/forum/discuss.php?sesskey=TaqtUCzWzz&d=1&pin=0,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250730_0352/200,205,2025-07-30T03:49:49.269582
2,https://www.pornhub.com,http://10.51.33.25/moodle/mod/url/view.php?id=17,-85.0,NSFW_Pornographic domain detected: pornhub.com,,222,2025-07-30T03:50:44.350825
2,https://www.coinlab.biz,http://10.51.33.25/moodle/mod/url/view.php?id=27,-6.0,"trackers, Phishing and Other Frauds, web applications",,223,2025-07-30T03:50:46.781648
3,https://murdoch.rl.talis.com/items/7CCB9A49-C85D-01F7-8FBA-262DB8F0CB1E.html,Document Scan,0.0,"education, technical information, general business, information technology",localrepo/module_3/20250730_0354/224,224,2025-07-30T03:51:53.052035
