Module ID,URL Link,LMS Location,Risk Score,Risk Category,Local URL,Scraped ID,Scraped At
1,http://www.mindtools.com/pages/article/newPPM_07.htm,Document scan,0.0,"education, computing & technology, reference, educational materials",localrepo/module_1/20250725_2332/247,247,2025-07-25T23:28:01.370040
1,https://docs.python.org/3/,Unknown,0.0,"business, information technology, information technology",localrepo/module_1/20250725_2330/230,230,2025-07-25T23:27:10.243404
1,https://docs.python.org/3/,Unknown,0.0,"business, information technology, information technology",localrepo/module_1/20250725_2330/230,234,2025-07-25T23:27:22.171468
1,https://best-putlocker.pw/free-tv-show/the-big-bang-theory-season-12/8wjS20So/6bae2vl2/,Document scan,0.0,CLEAN,localrepo/module_1/20250725_2330/243,243,2025-07-25T23:28:00.267801
1,https://lingojam.com/FancyTextGenerator/,Document scan,0.0,"misc, translators, mobile communications, reference materials",localrepo/module_1/20250725_2331/249,249,2025-07-25T23:28:02.154484
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,Unknown,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250725_2330/228,228,2025-07-25T23:27:08.882182
1,https://www.nea.gov.sg/docs/default-source/dpc/floatsam-2024.pdf,Unknown,0.0,"government, government, government",localrepo/module_1/20250725_2330/225,225,2025-07-25T23:26:43.055195
1,https://docs.python.org/3/,Unknown,0.0,"business, information technology, information technology",localrepo/module_1/20250725_2330/230,229,2025-07-25T23:27:09.183250
1,https://docs.python.org/3/,Unknown,0.0,"business, information technology, information technology",localrepo/module_1/20250725_2330/230,232,2025-07-25T23:27:11.531178
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,Unknown,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250725_2330/228,231,2025-07-25T23:27:11.506053
1,https://saturncloud.io/blog/how-to-read-data-from-google-sheets-using-colaboratory-google/,Unknown,0.0,"computersandsoftware, online storage, information technology, information technology",localrepo/module_1/20250725_2330/228,233,2025-07-25T23:27:22.142508
1,https://jsfiddle.net/,Document scan,0.0,"Information Technology (alphaMountain.ai), computersandsoftware, information technology, information technology, computing & technology",localrepo/module_1/20250725_2330/242,242,2025-07-25T23:27:57.502271
1,https://kathyschwalbe.files.wordpress.com/2021/08/schwalbe-intro-pm-7e-sample-chapter-1.pdf,Document scan,0.0,"hosting, blogs & wikis, blogs and forums, blogs and personal sites",localrepo/module_1/20250725_2331/236,236,2025-07-25T23:27:54.603369
2,https://www.pornhub.com,Unknown,-85.0,NSFW_Pornographic domain detected: pornhub.com,,250,2025-07-25T23:28:18.377224
2,https://www.coinlab.biz,Unknown,-6.0,"trackers, Phishing and Other Frauds, web applications",,251,2025-07-25T23:28:21.147805
3,https://murdoch.rl.talis.com/items/7CCB9A49-C85D-01F7-8FBA-262DB8F0CB1E.html,Document scan,0.0,"education, technical information, general business, information technology",localrepo/module_3/20250725_2332/252,252,2025-07-25T23:29:29.947687
