🚀 Starting module-specific report generation...

📊 MODULE LINK SUMMARY:
   Total links: 69
   Module 1: 69 links (69 with risk analysis), Highest Risk Score: 85.0

📦 Module 1 (69 risky links):
  🔗 scraped_id=4633 | score=-1.0 | paywall=True | url=https://www.wsj.com/finance/banking/goldman-sachs-greece-hotel-sell-34b5353a?mod=real-estate_lead_story
  🔗 scraped_id=4669 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4692 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4676 | score=0.0 | paywall=False | url=http://www.mindtools.com/pages/article/newPPM_07.htm
  🔗 scraped_id=4642 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2021/08/schwalbe-intro-pm-7e-sample-chapter-1.pdf
  🔗 scraped_id=4638 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2021/08/schwalbe-intro-pm-7e-sample-chapter-1.pdf
  🔗 scraped_id=4662 | score=0.0 | paywall=False | url=http://www.mindtools.com/pages/article/newPPM_07.htm
  🔗 scraped_id=4641 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2021/08/schwalbe-intro-pm-7e-sample-chapter-1.pdf
  🔗 scraped_id=4663 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4690 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4640 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2021/08/schwalbe-intro-pm-7e-sample-chapter-1.pdf
  🔗 scraped_id=4686 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4668 | score=0.0 | paywall=False | url=http://www.gantt.com/index.htm
  🔗 scraped_id=4627 | score=0.0 | paywall=False | url=https://rl.talis.com/3/murdoch/lists/62562748-16DF-53E1-D32E-81C662867B97.html?lang=en-GB
  🔗 scraped_id=4635 | score=0.0 | paywall=False | url=https://docs.python.org/3/
  🔗 scraped_id=4671 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4672 | score=0.0 | paywall=False | url=https://kathyschwalbe.files.wordpress.com/2018/08/project2016guide.pdf
  🔗 scraped_id=4626 | score=0.0 | paywall=False | url=https://www.tiny.cloud/powered-by-tiny?utm_campaign=poweredby&utm_source=tiny&utm_medium=referral&utm_content=v7
  🔗 scraped_id=4630 | score=85.0 | paywall=False | url=https://www.xvideos.com
❌ Failed for module 1: 'NoneType' object is not iterable

✅ All reports processed for 1 modules.
